,Unnamed: 0,Review,Comment_Count,Reaction,Name,Date,Time
198,208,"Mini Burgers are all available for HOME DELIVERY through pathao foods :)
Chicken cheese Mini Burger only @80 Taka!
Please call 01952229090 for any other information.",5,32,Chillers Mirpur- 11,2018-08-08, 3:32 PM
199,209,"Operations Executive - Chittagong
Pathao
Vacancy
5
Application Deadline : Oct 22, 2017
Job Context
Operations Executives form the core of all the operational excellence that Pathao aims to deliver. They must be agile, energetic and enthusiastic. This is an intense, business-side…",16,64,Sahadat Sayem to HR Care,2017-10-15, 3:31 PM
200,210,"Hi, is there any way I can change my phone number in my Pathao App? It seems that I can change all the other information but not the phone number.",3,9,Mopasha Samaddar Badhon to Pathao Users Of Bangladesh,2017-04-08, 7:34 PM
201,211,Let's look at the data privacy issue of Pathao,38,2100,The Daily Star,2018-12-11,10:57 AM
202,212,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
203,213,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
204,214,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
205,215,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
206,216,"#Admin
Is there any bug in pathao app. Parcel service started automatically, request, accepted and completed by rider without leaving any history trace..
This is a very alarming for #pathao_pay user. 
Intruders can steal money from wallet. 
#Please check apps back end.",2,1,Imran Ahmed Runel to Pathao Users Of Bangladesh,2018-03-08, 1:50 AM
207,217,...Mobile App goes through (I won't say steal as you give the permission while installing)all your SMS and analyzes it(Other services as Uber don't).…,1,2,Farhan Forhad,2018-09-11, 7:23 PM
208,218,"Pathao steals SMS, Phonebook, App List, and more from users :( I think we should avoid using smart phone for original sim :|",4,54,Moniruzzaman Shojol,2018-06-11, 1:10 PM
209,219,"Try to avoid Pathao and Install Uber App Now :) Uninstall Pathao App form your mobile & stay safe. Pathao Steals SMS, Phonebook, App List and More from users. Watch this video :...",6,47,Engr Mohammad Dedarul Islam,2018-07-11, 7:24 PM
210,220,"Pathao has been stealing *all* your SMS for about three months now. Blatant invasion of privacy and ultimate disregard for security. #deletepathao  There is a reason I'm always hesitant to install any ""bangladeshi"" app. If I must, I block all permissions (esp…",4,38,Riasat Al Jamil,2018-09-11, 3:41 AM
211,221,"Pathao is stealing contact, SMS and installed app list. Apart from pretty bad service one more reason not to use it. Just curious to know why does this app need access to my contacts, SMS and installed...",3,71,Rezwanur Rahman is feeling angry.,2018-07-11, 6:03 PM
212,222,...seize his other opportunities that he may take after pathao because it’s not about the money it’s about the fraud and steal he made. Thankyou.,3,15,Amrin Khandaker Priyota to Pathao Users Of Bangladesh,2018-12-24, 4:05 PM
213,223,"#BAN_PATHAO :v
আমি malware দেখিনি কিন্তু, pathao দেখেছি : যে একটু পর পর আমার সব sms তাদের server এ চুরি করে upload করতেসে।  কেবল টেস্ট…",1,4,Fardin Islam Akash shared a post.,2018-11-18,11:19 PM
214,224,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
215,225,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
216,226,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
217,227,...Mobile App goes through (I won't say steal as you give the permission while installing)all your SMS and analyzes it(Other services as Uber don't).…,1,2,Farhan Forhad,2018-09-11, 7:23 PM
218,228,"#Admin
Is there any bug in pathao app. Parcel service started automatically, request, accepted and completed by rider without leaving any history trace..
This is a very alarming for #pathao_pay user. 
Intruders can steal money from wallet. 
#Please check apps back end.",2,1,Imran Ahmed Runel to Pathao Users Of Bangladesh,2018-03-08, 1:50 AM
219,229,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
220,230,...It really vulnerable! be safe delete pathao app and make sure you should not install any kind of apps which asking to access our sms/photos/contacts…,1,5,Sarwar Hossain,2018-09-11,10:33 AM
221,231,"Try to avoid Pathao and Install Uber App Now :) Uninstall Pathao App form your mobile & stay safe. Pathao Steals SMS, Phonebook, App List and More from users. Watch this video :...",6,47,Engr Mohammad Dedarul Islam,2018-07-11, 7:24 PM
222,232,"Pathao has been stealing *all* your SMS for about three months now. Blatant invasion of privacy and ultimate disregard for security. #deletepathao  There is a reason I'm always hesitant to install any ""bangladeshi"" app. If I must, I block all permissions (esp…",4,38,Riasat Al Jamil,2018-09-11, 3:41 AM
223,233,"Pathao is stealing contact, SMS and installed app list. Apart from pretty bad service one more reason not to use it. Just curious to know why does this app need access to my contacts, SMS and installed...",3,71,Rezwanur Rahman is feeling angry.,2018-07-11, 6:03 PM
224,234,"You’ve stolen a Pizza my heart. #whitecanarycafe (📸: @tamreeeen)
Dhaka’s favorite pizza is now available through foodpanda, Pathao and GO Fetch!",37,4700,The White Canary Cafe,2018-01-30,11:09 AM
225,235,...seize his other opportunities that he may take after pathao because it’s not about the money it’s about the fraud and steal he made. Thankyou.,3,15,Amrin Khandaker Priyota to Pathao Users Of Bangladesh,2018-12-24, 4:05 PM
226,236,"Here's the proof of data stealing by Pathao.
Pathao must be punished highly.
#Say_No_To_Pathao",2,39,জাবের মাহবুব to Uber Users of Bangladesh,2018-12-11, 9:32 PM
227,237,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
228,238,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
229,239,"...I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when you install Pathao app, those permissions won't be showed. Your a...",2,15,Anik Chowdhury,2018-07-11, 7:33 AM
230,240,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
231,241,Does Pathao actually steal personal information?,23,1200,TahseeNation,2018-11-16, 8:29 PM
232,242,"Wow Pathao, congrats to our local startup. Good job stealing our data. I know how burpsuite works and what showed in the video seems very real to me.",1,16,Rafayet Monon,2018-07-11, 2:42 PM
233,243,"...But the way Pathao or other contemporary apps are stealing our data is a complete catastrophic situation, an extreme dishonesty! Even if it is a bug not…",1,4,Rajib Kumar Das,2018-12-11,11:52 AM
234,244,"Pathao is stealing contact, SMS and installed app list. Apart from pretty bad service one more reason not to use it. Just curious to know why does this app need access to my contacts, SMS and installed...",3,71,Rezwanur Rahman is feeling angry.,2018-07-11, 6:03 PM
235,245,"As an information security professional, my two cents on the proof of Pathao's Data stealing :)",4,67,Mahdi Mashrur Matin,2018-11-15,11:09 PM
236,246,Why the f*ck does pathao app ask for access to messages and contacts after the update? How many people are you stealing data from? How many of them click allow without even realising what you guys are...,2,9,Ekramul Hossain Khan,2018-07-09, 3:38 PM
237,247,Pathao er Data Stealing nie logical kono information thakle please comments korben. (any web link is acceptable),3,9,Shajid Islam Pranto,2018-08-11, 3:51 PM
238,248,বাংলাদেশি কোম্পানি হিসেবে Pathao এর প্রতি আমাদের বরাবর ই শুভ কামনা ছিলো এবং আছে। আমরা শুধু চাই তারা গ্রাহকদের SMS তাদের সার্ভারে আপলোড করার মতো ঘৃণিত কাজ বন্ধ করুক... প্রাইভেসি নষ্ট করার অধিকার তাদের ন...,32,2200,সাইবার ৭১ -We Hack to Protect Bangladesh,2018-10-11, 1:24 AM
239,249,"pathao ki off kore dewa hoise,I got the sms today",2,3,Sajid Rahaman to Desperately Seeking Dhaka - DSD,2018-08-02, 2:01 PM
240,250,...It's very sad what's happening. I still want to believe Pathao didn't have any bad intentions and didn't store those SMS. I sincerely hope they ran those texts through a ML system and then discarded th...,8,109,Abu Ashraf Masnun,2018-07-11, 2:41 PM
241,251,"...I felt infuriated then immediately sad. Have I ever spare a thought about the guy at Pathao reading my SMS and having to go through the hundreds of texts GP sends me every week? No, because we only thi...",11,152,Ashiq Alam,2018-09-11, 1:04 AM
242,252,আপডেট দেয়ার পর পাঠাও এখনো এসএমএস টা রেখে দিয়েছে,2,11,Imran Zakhaev to Desperately Seeking Dhaka - DSD,2018-09-11,12:47 PM
243,253,"ভুল মানুষের ই হয়। প্রমো এপ্লাই এর ক্ষেত্রে অবশ্যই খেয়াল রাখবেন পাঠাও থেকে Sms এর মাধ্যমে আসা প্রমোটি সঠিকভাবে Apply করছেন কিনা। মনে রাখবেন, অন্য রাইড শেয়ারিং সার্ভিসের প্রমো পাঠাও App এ Apply করলেও কাজ হবে না।",2,22,PUB Helpline to Pathao Users Of Bangladesh,2018-08-30,12:26 AM
244,254,"Hey #Pathao, can you please check the price of 1KG আলু from the sms I have just received from Chaldal ?
Credit : দেব",8,554,"Abdullah Al Jaber Hridoy to Cyber 71, We work to protect Bangladesh",2018-09-11,12:12 PM
245,255,"Meet Rohan,  Who is a job holder and also a passionate biker. While scrolling down the Facebook page of the famous biker community; BDmotorcyclist,…",145,13000,Pathao,2017-03-18, 2:02 PM
246,256,"#Pathao steals SMS, Phonebook, App List from users! Privacy is a big thing,Do u care?",3,27,Bipul Roy,2018-06-11, 6:04 PM
247,257,"Pathao has been stealing *all* your SMS for about three months now. Blatant invasion of privacy and ultimate disregard for security. #deletepathao  There is a reason I'm always hesitant to install any ""bangladeshi"" app. If I must, I block all permissions (esp…",4,38,Riasat Al Jamil,2018-09-11, 3:41 AM
248,258,Pathao ইউজারদের প্রতিদিন ২/৩ টা করে SMS দিয়ে বিরক্ত করছে। কিছুদিন আগে SMS ব্লকার দিয়ে ব্লক করে দিয়েছি Patho কে। আপনারাও ব্লক করে দিন।,1,5,Abir Hassan to Pathao Users Of Bangladesh,2018-11-01,10:34 AM
249,259,"Pathao steals SMS, Phonebook, App List, and more from users :( I think we should avoid using smart phone for original sim :|",4,54,Moniruzzaman Shojol,2018-06-11, 1:10 PM
250,260,To whom it may concern.. Its not only Pathao who are actually taking permissions of your SMS or Storage... Sohoj and Obhai even UBER are doing it too and Pathao is just being the scape goat. But if we...,7,35,Shabab Bin Jahangir,2018-09-11, 5:46 PM
251,261,"this morning I used Pathao bike without any discount.
then Pathao send me a SMS that from now I will get 40% discount automatically.
great news.
so I just checked the fare of same location which is as follows for all users.
have a look what game Pathao…",3,6,Sarjeel Islam to Pathao Users Of Chittagong,2018-04-10,12:26 PM
252,262,"...হাজার হাজার অ্যাপ থাকতে শুধু একটা Apps-এর নাম কন??? আপানরা সবাই শুনেন.. এমন Data/SMS শুধু Pathao না, আরও অনেক Apps (Whatsapp, Viber, IMO, Uber, Bkash, Facebook etc) চুরি করতেছে অথবা চাইলেই চুরি করতে পা...",3,9,Zaheed Hossain,2018-09-11, 3:49 AM
253,263,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
254,264,"Positive review: Thanks to Pathao.
Ami 1ta private company te besh valo Job kortam. Pray 3 Mas agee jai kono akti karone amader office ta close hoye jay. Ami moha bipode porlam. Agee jai khane 500-1000 taka ekai kheye uray detam but tokhon 100 taka khoroch korar agee…",5,144,Raihan Khan to Pathao Users Of Bangladesh,2017-12-17,12:50 PM
255,265,"Do you understand @Pathao Economy?
If just 1% of Pathao users refill 100 BDT a month Pathao is getting upfront 10 Lakh BDT, 10% scores 1 crore BDT from its users, it can happen on a monthly basis too!  No other Transportation company  ( Public…",4,92,Reyad Rahman,2018-07-24, 8:21 PM
256,266,"Dear customers,
In the celebration of Independence, we want to be on your side. We have all worked very hard to get where we are today, be it personal freedom, financial freedom, or national freedom. Keeping all that in mind, we have a small token of appreciation for…",75,53000,Pathao,2017-03-18, 5:48 PM
257,267,"Recommendation Post for Pathao:  
""Alhamdulillah"" that I survived the Accident. Running at speed of 40-50 opposite to PMO. A private car did a hard break as a bicycle came in front of it. I was on the bike just behind that private car. The Rider tried…",28,276,Sadakat Khondker to Pathao Users Of Bangladesh,2018-02-01, 3:23 PM
258,268,I am a regular user of #Pathao from today i #Boycott #Pathao till  #Pathao  give any assurance to stop this kind of activities.. #Pathao don't have any right to access our personal information. #Boycott #Pathao,2,6,Estaba Hossain,2018-10-11, 2:11 PM
259,269,"অনলাইন এপস ভিত্তিক রাইড শেয়ারিং সার্ভিস Pathao, uber,muv ইত্যাদি এর বিরুদ্ধে আন্দোলন ঘোষনা করেছে সিএঞ্জি চালকেরা।এ যেনো ব্রিজের বিরুদ্ধে আন্দোলন করছে নৌকার মাঝিরা। নি:সন্দেহে সি এনজি নামক ডাকাতির হাত থেকে আমাদের বাঁচাতে এগিয়ে এসেছে এই…",38,1300,Private University Students Alliance of Bangladesh - PUSAB,2017-11-17,11:07 PM
260,270,"...পরের private car ভাড়ায় নিয়ে রাস্তায় ফুটানি দেখাতে পারবে না যদি cab service দেয়, এই জন্যই তমা cab এখন pathao' তে যোগ হওয়ার ফলে সে সকল user এর মাথায় হাত। যারা ফুটানি দেখায় না তাদের তো এ ব্যাপারে...",5,44,Navil Ehsan to Pathao Users Of Bangladesh,2018-05-27,11:06 AM
261,271,আমার একজন বড় ভাই আজ থেকে ২০ দিন আগে তার private car সহ  Pathao তে join করে। সে যখন  join করেছে তখন তাকে বলা হয়েছিল ১৫দিনে ৩০টা রাইড পূরণ করতে পারলে ১৫ দিন পর তাকে pathao এর পক্ষ থেকে তিন হাজার টাকা বোনাস দেওয়া হবে।বেচারা দিন রাত পরিশ্রম করে গেছে ১৫দিনে…,5,34,Azmayen Inkiad to Pathao Users Of Chittagong,2018-11-21,12:55 PM
262,272,"Need Pathao Private Car Driver in Elephabt Road (bata signal), Dhaka.
Call 01677729518 for details (10 am to 7:30 pm phone time)",1,12,Khundkar Hasan Shahriyar to Uber Users of Bangladesh,2018-01-03, 4:40 AM
263,273,"যাদের নিজেস্ব private car নেই!ঢাকার জ্যামে অতিষ্ঠ!জ্যামের ক্ল্যান্তি ও গরম সয্য হচ্ছে না!তারা আমার মত সল্প খরচে pathao -এ উঠে ঘুমাতে ঘুমাতে সফর করুন এবং গাড়ির স্বাদ মিঠিয়ে নিন..!গতকাল ""বনানী থেকে মধ্য বাড্ডা পর্যন্ত মাত্র ১৯১ টাকায়"" আরামে দু'ভাই…",1,42,মোজাদ্দেদ আলী,2018-11-15, 7:48 PM
264,274,"That shared video explains how Pathao steals your private data. 
I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when you install Pathao app, those permissions won't be…",2,15,Anik Chowdhury,2018-07-11, 7:33 AM
265,275,Let's look at the data privacy issue of Pathao,38,2100,The Daily Star,2018-12-11,10:57 AM
266,276,"Everyone should ban Pathao. This type of violation in privacy and later a very shameless diplomatic feedback does deserve punishment. P.S: For android user, go to settings>apps>pathao>permission and tu...",3,Lutful Lahil Sany and 150 others,Sajjad Uddin Mahmud,2018-09-11, 3:12 AM
267,277,"3 lucky winners will win an exclusive combo of Chillox from Pathao Food! How? Just follow the steps below:
1. Share this post on your wall
2. Add the hashtags #AmarChilloxPathao and #AmarFoodPathao on the caption
3. Set the privacy of your post to…",22,130,Pathao,2018-10-16, 6:39 PM
268,278,"...What can you do right now: If you use pathao, go to: settings>installed apps>pathao>permissions>disable the 'Contacts' and 'SMS' **I do not hold any liability about the video/story being true. All abov...",1,8,Nazmu Masood,2018-08-11,11:23 PM
269,279,"PoinT No. 1: pathao privacy prosonge pokkhe post kari.
PoinT No. 2: Pathao privacy prosonge bipokkhe post kari.
2jon e ""Dalal"" ovijoge ovijugto same logic a, karon Ta shudhu vinno. (Eke oporke ovijog disse)
Q 1: kew ki ei privacy niya prblm a porSen???
Q 2: pathao amader…",4,11,আহমেদ পারভেজ to Pathao Users Of Bangladesh,2018-09-11,11:34 PM
270,280,"Pathao has been stealing *all* your SMS for about three months now. Blatant invasion of privacy and ultimate disregard for security. #deletepathao  There is a reason I'm always hesitant to install any ""bangladeshi"" app. If I must, I block all permissions (esp…",4,38,Riasat Al Jamil,2018-09-11, 3:41 AM
271,281,"This is how one of the successful ride-sharing app ""Pathao"" is stealing our important information. According to their privacy policy they were not supposed to do it. 😡😡😡 *Who did not install ""Pathao"",...",5,6,Azmain Kabir Swaran,2018-08-11,11:54 AM
272,282,"Uninstalling Pathao app as I do care my privacy. Why should I give access to a company to my private messages! Pathao is not the only Bangladeshi ride sharing startup now. Anyway, they are doing really...",6,47,Saleh Rokon,2018-08-11, 6:24 PM
273,283,"#collected পাঠাও অ্যাপে ""পার্সোনাল ইনফরমেশন চুরি"" প্রসঙ্গে...  অনলাইনে যে কোন ট্রানজ্যাকশনেই, বিশেষত কোন সার্ভিস বা সফটওয়ার ইনস্টল করবার…",4,65,Ride Sharing Helpline Bangladesh to Pathao Users Of Bangladesh,2018-09-11, 3:39 PM
274,284,Read the privacy leakage about Pathao... Be aware who is sensitive about privacy,1,5,Shariful Hasan Khan to HighWay Riders BD,2018-11-17,12:09 AM
275,285,Does anybody still use #PATHAO even after knowing how they breach our privacy!? [Uninstall this sh*t ASAP should you don't want your messages to be read by pathao employees.],9,76,S M Shahidul Alam,2018-09-11,12:05 AM
276,286,Looking for two person who will manage to drive Bike in Uber/Pathao.Interested persons are highly recommend to inbox me.Thank you 😊 NB:I’ll provide bikes.,1,3,Mohaimin Rahabar to Desperately Seeking Dhaka - DSD,2018-06-27, 7:28 AM
277,287,"...And most importantly, You don't have to register to Pathao for it. You can fetch their data with your low-spec phone, from Bangladesh or anywhere. In just 2 minutes, I found 10+ active URL with private...",2,31,Mugdho Sapiens,2018-12-23, 6:11 PM
278,288,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মিরপুর-2
স্থায়ী বেতন 12,000 TK + Part time Uber/Pathao Commission 15% (After Expense)  শুধুমাত্র আগ্রহী ব্যক্তিকে যোগাযোগের নম্বর…",18,14,Zobayed Hassan to Uber driver Dhaka🚃,2018-10-13,12:39 PM
279,289,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",52,545,Pathao,2017-10-10, 3:54 PM
280,290,When your younger brother is your personal Pathao rider🌚❤️,1,61,Rubaiyaat Adiba is with Alif Liam.,2018-08-12, 8:04 PM
281,291,"Mazda Axela 2005  Price: ৳7,50,000  Dhaka, Bangladesh Mazda Axela.Urgent Sale. Make Year : 2005 Registration :2008 Serial :23 Color : Silvrer. CC:1500 Transmission : Automatic Options : Ice cool AC, Original Alloy Rim with new tyre, New battery,Full…",1,17,Shobarbazar.com,2018-01-10, 1:49 PM
282,292,"Personal + Uber
ড্রাইভার প্রয়োজন  জানুয়ারী মাস থেকে !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মগবাজার,ডাক্তারগলি
স্থায়ী বেতন 10,000 TK + Part time Uber/Pathao Commission 25% (After Expense) Car : Toyota…",4,6,Dipanjal Chakraborty to Uber driver Dhaka🚃,2018-09-12, 1:06 PM
283,293,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 8:00 PM (ঢাকায়) 
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়) 
শিক্ষা: ক্লাস 8 (আট)পাস 
স্থান: মিরপুর ডিওএইচএস 
স্থায়ী বেতন 10,000 TK + Part time Uber/Pathao Commission 30% (After Expense) X Corolla   শুধুমাত্র আগ্রহী ব্যক্তিকে আপনার…",2,7,Tanvir Rahman to Dhaka Drivers Group,2018-07-10, 5:02 PM
284,294,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",51,2000,Pathao,2017-10-10,12:56 PM
285,296,"Dear Pathao & Pathao Users Of Bangladesh, I would have posted this status yesterday but I was in an immense amount of shock. How can I not be in shock? I literally bathed in my blood yesterday and even...",43,218,Mohammadullah Imran,2018-05-12, 4:29 PM
286,298,"Love is when the other person's happiness is more important than your own. - H Jackson Brown Jr. Check out the full version of ""Pathao"" Natok!",1,12,Real Chamak,2018-02-20, 1:43 PM
287,299,Suggestion: Pathao should introduce wallet system where we can recharge our pathao wallet via bank cards or bkash. Fair should be deducted from the Pathao wallet by the app after ending the ride. Both...,1,14,Muhtasim Rafin to Pathao Users Of Bangladesh,2017-10-05,12:07 AM
288,300,"Dear customers,
In the celebration of Independence, we want to be on your side. We have all worked very hard to get where we are today, be it personal freedom, financial freedom, or national freedom. Keeping all that in mind, we have a small token of appreciation for…",75,53000,Pathao,2017-03-18, 5:48 PM
289,301,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মিরপুর-2
স্থায়ী বেতন 12,000 TK + Part time Uber/Pathao Commission 15% (After Expense)  শুধুমাত্র আগ্রহী ব্যক্তিকে যোগাযোগের নম্বর…",18,14,Zobayed Hassan to Uber driver Dhaka🚃,2018-10-13,12:39 PM
290,302,"...They don't accept bkash let alone pathao pay. As far as I know pathao pays riders bonus amount in bkash still they say ""I don't have bkash"". Moreover reckless riders all around. I am using uber moto an...",5,42,Hossain Aftab to Pathao Users Of Bangladesh,2018-08-30,10:02 PM
291,303,I am a regular user of #Pathao from today i #Boycott #Pathao till  #Pathao  give any assurance to stop this kind of activities.. #Pathao don't have any right to access our personal information. #Boycott #Pathao,2,6,Estaba Hossain,2018-10-11, 2:11 PM
292,304,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
293,305,Just now got a call from this number: +8809666770800. She is asking too many personal question and telling that this servey will help pathao service.  Is it verified number of pathao or something else??,1,14,Ta NvIr to Pathao Users Of Bangladesh,2018-01-21, 4:42 PM
294,306,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",52,545,Pathao,2017-10-10, 3:54 PM
295,307,+8809666770800 is it Pathao servery related number? Today I got a call & she was asking my personal life related few information???,5,14,Tanvir Islam Bappy to Pathao Users Of Bangladesh,2018-01-18,11:45 PM
296,308,Pathao Ltd. is looking for a driven individual as Operations Executive in our Courier Department. Pathao is the fastest growing technology company in Bangladesh solving some of the country’s most chall...,1,14,CareerBuzz,2018-01-09,10:38 AM
297,309,"...and I called pathao helpline and informed about it. How come my personal number which I gave in Pathao can go to these type of fraud ? Are you aware of these activities ? Unfortunately, there are many...",4,16,Meherdad Yousuf Ahmed to Pathao Bikers & Riders,2017-07-17,10:52 AM
298,310,Personal pathao service for Amma 😍😍😍,6,286,Apple Mahmud Emil,2018-01-21, 5:00 PM
299,311,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
300,312,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
301,313,Disgraceful !! Pathao is a data thief !! This is some SERIOUS invasion of privacy. So many people are complicit in this and I truly wonder what they were thinking. Why on earth would a 'corporate compa...,1,8,Nazmu Masood,2018-08-11,11:23 PM
302,314,"Hiring Data Scientists 
(Ninjas!!). If you or any of your friends are interested in #movingBangladesh, do buzz me! 
#Pathao",6,34,Andalib Hasan,2018-12-02, 8:08 PM
303,315,Let's look at the data privacy issue of Pathao,38,2100,The Daily Star,2018-12-11,10:57 AM
304,316,"...Missed a lot in the week and finally read up on the possible data security issue of Pathao today. Checked my app permissions and voila, Pathao has access to my SMS. I felt infuriated then immediately s...",11,152,Ashiq Alam,2018-09-11, 1:04 AM
305,317,"#help_post_for_googleplay_services
1. Remove the Gmail with which Uber or Pathao is running (setting>account>google >remove account) 
2. Uninstall Uber & Pathao.  3. Clear cache for Google play services (setting>apps>google play services>clear cache) DNT…",1,1,Abu Bakar Siddique to Pathao Users Of Bangladesh,2018-11-05, 2:26 PM
306,318,“Pathao” From “Moving Bangladesh” to “Moving Data”. This escalated so quickly.,4,68,Shaurov Sheikh,2018-09-11,12:13 PM
307,319,"Problem of PATHAO
১. On হয়না।
২. On হলে, location update হয়না।
৩. location update হলে, Requisite আসে না।
৪.  Requisite আসলে, Sound শুনা যায়না।
৫. Sound শুনা গেলে, Popup হয়না।
৬. Popup  হলে, Data show করে না।
৭. Data show করলে, Accept হয় না। ৮. Accept হলে,…",2,23,Mizanur Rahman to Pathao Users Of Bangladesh,2017-11-29,12:40 AM
308,320,"You'll always win with Pathao! Dhaka users will now get amazing discounts just by requesting more car rides or food orders from the Pathao app. Top 10 food users will get 100% discount on 3 car trips (up to 200tk), while Top 10 car users get 100% discount on 2 food…",14,192,Pathao,2018-09-24, 1:36 PM
309,321,I'm so lifeless that if Pathao data scientists search my entire online data they'll regret how much of their valuable times are wasted.,5,52,Raiyad Raad,2018-08-11, 8:01 PM
310,322,...Wifi dye request dsilam & mobile e amr data thake nah ajonno Pathao app check krte pare nai. Call o receive kortasilo na uni. Mone krselam uni JAM e prse & ringtone khyal krtsa nah. r pore Data r card...,2,9,Amir Faruk to Pathao Users Of Bangladesh,2018-12-05, 1:15 AM
311,323,"The ultimate delivery solution for Bangladesh.
We are here for all your E-commerce delivery needs.
To avail the service, 
Sign up here- https://pathao.com/merchant-registration
Fore more information, Call: 09678100800, and press 2.",35,1900,Pathao,2017-02-04, 5:58 PM
312,324,"#help_post_for_googleplay_services
1. Remove the Gmail with which Uber or Pathao is running (setting>account>google >remove account) 
2. Uninstall Uber & Pathao.  3. Clear cache for Google play services (setting>apps>google play services>clear cache) DNT…",2,4,Abu Bakar Siddique to Uber Users of Bangladesh,2018-11-05, 2:27 PM
313,325,"...হাজার হাজার অ্যাপ থাকতে শুধু একটা Apps-এর নাম কন??? আপানরা সবাই শুনেন.. এমন Data/SMS শুধু Pathao না, আরও অনেক Apps (Whatsapp, Viber, IMO, Uber, Bkash, Facebook etc) চুরি করতেছে অথবা চাইলেই চুরি করতে পা...",3,9,Zaheed Hossain,2018-09-11, 3:49 AM
