Star,Date,Name,Reaction,Review
1,2018-12-11,A Google user,0,Security Issues with this app.. Stop using it
1,2018-09-11,Ferdous Rahman,0,It's stealing information from our devices and selling the info to others! They should be banned and punished.
1,2018-05-21,Al Jaber,0,"what is happening last week?? For the problem of gps I have to pay more 
then i have showed in fair. you have to solve this problem."
1,2018-04-25,foysal al siam,0,"This is worst, Server has down on a sudden moment. Riders behave is not 
weel.Just boaring and ask tips for the rides.Hate this"
1,2018-11-14,Saged Hasan,1,They steal our data pretty badly. And should be banned this app from playstore.
1,2018-11-13,Raihan Ahmed,0,You've no right to have access on our messages as they contains confidential information and credentials! You really has been proved hypocrites!
1,2018-09-11,A Google user,0,Pathao is the worse experience in my life. I've uninstalled this stupid app.
1,2017-09-03,Smart Gadgets Bangladesh,0,"বাকওয়াস একটা সার্ভিস। বেশিরভাগ ড্রাইভারই বাইক চালাতে জানে না, আবার অনেকে বাইকটাকে প্লেন মনে করে। বিপদজনক সার্ভিস, just hated it"
1,2018-11-16,Nayeem Hasan,1,How the hell on earth this app is collecting personal info like Contacts and Messages? Dump this app
1,2018-11-11,A Google user,1,They are breaking users privacy and break google play rules.They was stolen lots of user sensitive private data.
1,2018-09-11,Hom Device,0,they theft personal data from user devices to their service. and also do overcharge after giving services
1,2018-08-11,Anindya Dhruba,1,"This app steals personal information like SMS, contact list, installed app list. Legal action should be taken against pathao."
1,2018-09-11,Zahid Hasan,0,Pathao authority should be punished for their illegal access in users phone. Why the steal users personal information? Its a crime. They should bring under justice.
1,2018-10-11,ishan khan,0,Thief🙄
1,2018-09-11,A Google user,0,"Today, No doubt they are stealing and storing User's personal data in their server with legal permission. So, avoid them so that you can safe."
1,2018-08-11,Akib Ahmed,1,"Pathao is stealing our data for selling purpose. Users, don't give SMS, Contacts permission to the app."
1,2018-01-27,Mahfuz Reza Masaud,0,1st of all its advertisement. I am too much disturbed with its unwanted ads pop-up. Stop this non sense immediately.
1,2018-03-06,Hozaifa Sultan,0,"Cant order food and i also cant apply promo code. And I'm using this app 
for the first time. Needs a lot of development not so user friendly"
1,2018-10-11,Sls Sajib,0,still our data
1,2018-09-11,Mesbah Patwary,0,Steals data from device
1,2018-10-11,Mahamodul Hasan Khan,1,এদের সম্পর্কে আর কি বলব এরা তো ডাটা চোর এক কথা এক চোরের মায়ের বড় গলা যেমন এরো ডাটা চুরি করে আমাদের বহুৎ সুবিধা দেখায়।
1,2018-09-11,Platinamo Ltd.,0,"they overcharge users after giving services, and have bad behaviours. also the steal user personal data(contacts and sms) without informing.."
1,2018-12-07,Md Talukdar,0,"The money shown when setting the location, increase the amount of money 
after the ride ends. It takes a lot of time to get riders if they are 
disconnected."
1,2018-09-11,Dibakar Saha Deep,0,আমার এসেমেস চুরি করছে 😭😭
1,2018-01-15,Abhi Das,0,"mathai rag chapce ty ekthu gaming korte boslam r tar majhkhanei chillai uthe ""pathao ki janen...."" kmn lage jkhn tkhn aisob add gulan.. ty 1★ neither, they are good."
1,2018-11-17,A Google user,2,"এই অ্যাপ সব এসএমএস, ফোন বুক মোবাইল থেকে চুরি করে নিচ্ছে। আমি এবং আমার পরিচিত সবার ফোন থেকে অ্যাপ আন ইনস্টল করেছি। দয়া করে কেউ অ্যাপটি ইউজ করবেন না। আপনার ব্যাক্তিগত সব এসএমএস, কন্ট্যাক্ট সব ওদের সার্ভারে নিয়ে রাখে। এখন আপনার চিন্তা কি করবেন।"
1,2018-11-17,Sezan Mahmud Shaikat,1,মানুষের ব্যক্তিগত এসএমএস এসডি কার্ডের তথ্য চুরির মতো গর্হিত কাজ করা বন্ধ করেন! দেশীয় প্রতিষ্ঠান হিসেবে সর্বোচ্চ স্বচ্ছতা বজায় রাখুন। দেশের মানুষের সাথে দুই নাম্বারী বন্ধ করুন! ধন্যবাদ
1,2017-02-08,Avi Roy,0,This is a bulshit thing. Just have wasted almost 1.5 hours to get a ride. App sometime show price sometime no. Just hate this
1,2018-09-11,Tanveer Alam,0,"They are stealing people's messages; and their vice chairman defended it ridiculously. They should face a trial and they should pay compensation against that. Since they violates peoples privacy, they should be banned from play-store as well."
1,2018-10-11,Hridoy Khan,0,Google and Facebook spend millions of dollars for their security. How much Pathao spends?? How much secured they are? And what's the guarantee that our data won't be passed to third party(hacker)? And Why a ride sharing service needs to store my contact information?
1,2018-09-11,Fazle Aziz Tamal,0,Fraud app which steals your information and store in their server.
1,2018-09-11,Nusrat Noor Lamia,0,This app steals personal information without even informing.
1,2018-11-13,Shanjid Hossain,1,"This app is stealing our privacy, like read all our personal messages, keep all our contacts."
1,2018-09-11,Mehedi Hasan,0,"overcharge, personal infornation theft(sms), change of charges, bad behaviour.."
1,2018-09-11,monzu mozumder,0,"They are stealing your data (sms, contact list, app info) without your permission and they save this to their server. Don't use this untill they change their policy."
1,2018-09-11,Tahmid Hossain,0,Privacy niya eto khelen ken???
1,2018-10-11,Zubayer Ahmed Khan,1,"Uploads all personal data such as sms, contacts & hardware information. Violates privacy policy. 😠"
1,2018-10-11,A Google user,0,One word to say they are thief.. Government Should be proper step against pathao!
1,2018-01-21,সৌমেন তালুকদার,0,"Negetive Review :-  তোরে হালার গালাগালি দেয়ার আর কোনো অপশন খুঝে পাচ্ছি না, হালার বান্দির পোলা/ঝি, তোর বালের Advertisement বন্ধ কর কইলাম নইলে বহুত খারাপ হইব।"
1,2018-09-11,A Google user,0,This 'pathao' service app has total access to ur personal data in ur mobile. And recently they have done some privacy breaking scandal. That's why I am deleting this app.
1,2018-05-19,A Google user,0,"Uber er service ar app onek valo pathao er app system valo na so I strongly 
say use uber comfort and minimum price ride enjoy"
1,2018-09-11,MD RASHEDUL HASAN,0,Thrid class app.
1,2018-08-11,Mahdi,1,"It is proved now that Pathao steals sms and send it to their server, such a shame!"
1,2018-08-11,safat obhi,1,"It is a big risk for personal information. It takes important information like contacts,sms, hardware details and phone information illegally through it. It should be banned as soon as possible."
1,2018-11-13,Suhail Mahmood,0,"I used to use pathao, but I am stopping to use it and would suggest everyone else to boycott pathao and all their services. You cheated with your users, and broke our trust and betrayed with us by stealing from us in our back. To rectify, you need to stop stealing first, apologise publicly, and prov...Full ReviewI used to use pathao, but I am stopping to use it and would suggest everyone else to boycott pathao and all their services. You cheated with your users, and broke our trust and betrayed with us by stealing from us in our back. To rectify, you need to stop stealing first, apologise publicly, and provide all your services at the bare minimum cost for at least 6 months. Bangalees are such a low minded people, with almost zero moral values. Whoever is here, please upvote comments that talk about pathao stealing data, and mark comments that compliment pathao as inappropriate/unhelpful."
1,2018-11-11,Fuad Iftekher,1,Their stealing our personal data. We gave them permission to access read not to downloading our personal information on their server! This is outrageaous! It will be big problems for the people us keeping our personal datas specially Banking transantion! Pathao dont follow the policies of google. Th...Full ReviewTheir stealing our personal data. We gave them permission to access read not to downloading our personal information on their server! This is outrageaous! It will be big problems for the people us keeping our personal datas specially Banking transantion! Pathao dont follow the policies of google. They need to be get get rid from play store!! I hope google is really concern about customers privacy!
1,2018-10-11,Abdul Hamid,1,This is very bad....this should not be a in the play store.. Please google remove this app from playstore
1,2018-12-11,Ibrahim Muddasser,1,"I think this app should not be around. They steal data from users, and they keep no security of them.   They should be downed from play store."
1,2018-12-11,sandeep bajracharya,0,"I had a worst experience,its making u a complete fool out of you with promotions you never get..Even Worst is you get to talk with super rude patho staff.Didnt even think a second to uninstall this bloody app"
1,2018-09-11,Satoshi Nakamoto,1,I was riding with a driver who was riding a bike that wasn't even his. And we were stopped at banani graveyard in a police checkpoint and his bike got seized literally leaving me stranded. Apparently he didn't have the paperwork for his bike. I complained about this through the app but got no respon...Full ReviewI was riding with a driver who was riding a bike that wasn't even his. And we were stopped at banani graveyard in a police checkpoint and his bike got seized literally leaving me stranded. Apparently he didn't have the paperwork for his bike. I complained about this through the app but got no response. Moreover I was charged the full amount of the fare when he canceled the ride even though I was not delivered to my destination. Recently with all the privacy worries and invasion of personal information by this app I un installed it and never will be using it. This really is a tragic day for us bengalis as this shows how poor our corporate governance is and how unethical people working for these companies are for few profit
1,2018-08-11,Moulovi Nezam,1,Stop stealing user data that you don't need to provide basic ride sharing service. Have some respect for user's privacy.
1,2018-09-11,Samin Yaser,1,Beware they steal your message data and contacts. DO NOT GIVE THEM PERMISSION WHEN THE APP ASKS FOR ACCESS TO YOUR SMS AND CONTACTS.
1,2018-08-11,salman haydar,1,They cheated us by using our personal data without our consent. Who gave you the permission to collect our personal messages? You people are greedy wants to make money through cheating.
1,2018-09-11,Mehedi Hasan,1,I am just amazed to hear how it has been stealing our information without our consent.
1,2018-09-11,Rubayet Rahman Rongon,0,This app started all well but it all ended up with it's data scientist team. This is not the way you increase your market analysis by storing user's personal sms without his consent. moreover it's not encrypted. How dear you বিষ্ময়মাদারচোদ?
1,2018-09-11,sadman shakib,0,Update: They are bunch of thieves. They steal people's personal data and stores all the sms in their database. This company should be ceased to exist. App issue with OnePlus 6. The aspect ratio of the app is not correct with the device. Or maybe it is not fully compatible with Android 8.1.0. The est...Full ReviewUpdate: They are bunch of thieves. They steal people's personal data and stores all the sms in their database. This company should be ceased to exist. App issue with OnePlus 6. The aspect ratio of the app is not correct with the device. Or maybe it is not fully compatible with Android 8.1.0. The estimated fare is hidden due to app UI and aspect ratio issue. Fix it ASAP!
1,2018-09-11,Tareque Hasan,0,"Don't install, they took unnecessary data from user."
1,2018-10-11,Safin Alam,0,Uninstall this app
1,2018-10-11,Ashraf Raj,1,breaks user's privacy by uploading whole contact list and entire sms to it's server without having authorization.
1,2018-09-11,Kriton 91,1,"Violating user policy, having unauthorised access without users permission to personal information and unauthorised possession of those information."
1,2018-10-11,Mojahedul Hoque Abul Hasanat,0,"Just uninstalled this app after learning how it steals all our SMS and seeing how the company even defended the stealing. Pathao management, please give your customers the respect they deserve."
1,2018-08-11,Saif Hasnat,1,Pathao has stole phone contacts and sms of thousands of users. I have uninstalled Pathao from my device and will advice you all to do same.
1,2018-09-25,Nasir Rubel,0,"Everything is fine so far, only reason to give 1 star is PathaoPay popup. Disgusting UX"
1,2018-10-11,Ahmad Al-Sajid,1,This app steals users messages from there phones and storing to their server without notifying the user. So sensitive data like passwords are not safe from them.
1,2018-09-11,Shakib Hasan,1,This app store consumer's personal information.It's illegal & unnecessary. They don't have the right to stores someone information
1,2018-09-11,Ahsan Ahmed,1,Illegally storing users text messages on their servers. Beware from Pathao app. Once their servers are comprised by hackers! Your information would available at Gulistan!
1,2018-09-11,Miraz Kabir,0,"You should not have access of my message inbox, Right? Should not collect all contact numbers from my phone."
1,2018-10-06,Zarif Latif,0,"Pathao er driver der behavior khub kharap! Sedin shahbag theke shamoly 
ashar shomoy ekta pathao ride nei. Just tar bike er kase jaite 2min late 
houar jonno onk kharap behave krse. Pore ride cancel kore disi. Ami apnadr 
suggest krtesi apnader rider dr behavior ta thik korun first e. Behavior 
come...Full ReviewPathao er driver der behavior khub kharap! Sedin shahbag theke shamoly 
ashar shomoy ekta pathao ride nei. Just tar bike er kase jaite 2min late 
houar jonno onk kharap behave krse. Pore ride cancel kore disi. Ami apnadr 
suggest krtesi apnader rider dr behavior ta thik korun first e. Behavior 
comes first. Thanks!💦"
1,2018-08-11,Tareq Hassan,1,They stored all of the private SMS and contacts without our permission. A serious crime and privacy issue for our personal safety.
1,2018-08-11,Abdur Rahman Pappu,1,"They steal people's information without their concern. Even sensitive info like SMS, Contact details etc. They should be prosecuted."
1,2018-03-20,Aziz Tahmid Monsoor,0,I hate patao I am against everything they stand for empowering bikers to think they rule the streets. This is exploiting the lower class to think they have some power against us normal car folk just cuz they are more in numbers. Change ur bikers perception until den u get zero stars from me
1,2018-10-11,Raihan Reza,1,"They are breacher of privacy of users, completely direspected the trust of the users! Google should take action against this illegal user of public's privacy!"
1,2018-10-11,Arnob Paul,0,"This is the app that steals user's sensitive data including all contact data, all SMS data, all installed app list, etc. without prior consent! Even Pathao's privacy policy did never mention that! Yes, advanced users might deny Android permissions to protect data from stealing. And, I fortunately de...Full ReviewThis is the app that steals user's sensitive data including all contact data, all SMS data, all installed app list, etc. without prior consent! Even Pathao's privacy policy did never mention that! Yes, advanced users might deny Android permissions to protect data from stealing. And, I fortunately denied all those unnecessary permissions before. But I will never be with such an unethical immoral fraud company! Just uninstalled Pathao! 😠"
1,2018-09-11,Bangla Tigers,0,this app steals user data that is detrimental to public interest. So pathao app should be banned from playstore for preserving customers personal information with permission.
1,2018-12-11,afifa marjana,0,অনিরাপদ
1,2018-06-15,M Nasim Miah,0,"Rubbish car, rubbish drivers, rubbish service. Moreover,. Good chance of 
being hijacked. The driver uses multiple unregistered cars with one user 
registration."
1,2018-10-11,Shuvro Jyoti,0,After using 100+ rides I am heared and realized It's a private data stealing software. Plz uninstall it. You will be shutting down soon.
1,2018-11-16,A Google user,0,SHAME ON YOU! YOU DON'T HAVE THE RIGHTS TO STEAL OUR PRIVACY
1,2018-10-06,Kamal Parvez,0,"useless service. those driver don't have enough fuel all the time.. just 
worst service"
1,2018-11-14,Zafar Ullah Khan,0,Data theft is a crime and the developers are getting away with it in Bangladesh. It's a shame that a popular startup is taking up users personal informations behind those grandiose curtains.
1,2018-10-11,Tanvir Alam Nafis,0,Pathao guys too much temptation for money huh?? U people r hacking public people's private information... #Google need to ban this app from Play Store 😠😠
1,2018-12-11,A Google user,0,Everyone should boycott this spyware app. I still don't get it why this company has not been sued for stealing millions of users private data and breaching privacy. Bangladesh government should ban this company from doing any IT related business.
1,2018-08-11,A Google user,1,Such a disgrace to the company. This app steals user information without their consent. And they are saying they are doing because of user's security? Shame on such cheap marketing. I have uninstalled it. They should face legal actions for their data theft.
1,2018-08-11,Abir Bin Ayub Khan,1,Pathao is taking my sensitive information although that information is none of its business. It has gone too far. I've uninstalled the app and urge others to do so if you really care about your privacy.
1,2018-09-11,Md. Jafor Ahmed,0,"Pathao is taking user's secret  info without any permission. Google should take step to identify this app as a malware !!!!!!!!  Everyone pathao is storing your sms, contatcs, hardware info, installed apps and offcourse location because they need location to give services. But rest are not needed. T...Full ReviewPathao is taking user's secret  info without any permission. Google should take step to identify this app as a malware !!!!!!!!  Everyone pathao is storing your sms, contatcs, hardware info, installed apps and offcourse location because they need location to give services. But rest are not needed. They are stilling your personal info. Be Aware"
1,2018-10-11,murmamirr mohaimen,0,Pathao is a good app and a great service. But in light of their recent breach of privacy I had to uninstall and give them 1star. Hopefully when they rectify the issue I'll change my mind.
1,2018-04-30,Sarwar Hossain,0,"Rider, you can not ride the bike properly. We are going right. Then there 
was a rickshaw pulling over the road. My rider saw from a distance that he 
did not break, and left the right side of the road and inserted it into two 
rickshaws. I could have been a type of aide but I have lived my life wit...Full ReviewRider, you can not ride the bike properly. We are going right. Then there 
was a rickshaw pulling over the road. My rider saw from a distance that he 
did not break, and left the right side of the road and inserted it into two 
rickshaws. I could have been a type of aide but I have lived my life with 
absolute grace. I paid my 50 taka in two minutes and I did not go with him 
and did not go with him."
1,2018-10-11,Nabid Salman,2,"DO NOT USE PATHAO, NEVER.   1. THEY ARE STEALING USERS DATA WITHOUTH THEIR CONSENT.  2. THEY ARE BREACHING PRIVACY. 3. THEY ARE NOT COMPLYING TO ANY COMPLAINTS.  4. UNCOUNTABLE MORE......."
1,2018-07-23,erin zaman,0,"The driver is not only idiot, but also a stupid. Your service is the worst 
service. The trick is to pretend the customers by adding distance unfairly. 
Uber service is far far better than your service."
1,2018-11-13,Farabi Ibney Yousuf,1,"You know, why I have rated you with one star. Wish I could give you negative 🌟. You thief!! How dare you are to download your user's personal info."
1,2018-09-11,Az shohag,0,"I will never use this app again. Their actions can drop me in a big danger. Be conscious of the time, knowingly."
1,2018-11-14,Shifat Jaman,0,Privacy is a private fact ! Don't play with this. Shame on you guys! Just say sorry if you want to regain the trust you guys gain from your country man. Best wishes.
1,2018-11-14,A Google user,0,"They are stealing our personal data, messages, pin code etc. I hate this app and never wish to use it. Their service is worst. Driver asked people where they want to go before reached the passengers. Uninstall this app quickly. 🙏🙏"
1,2018-11-14,ron mohsen,0,This app spontaneously steal private massages from users phones. Even the developers and the company admitted it and they are doing it without any remorse. They sell these data to other third party apps. They are violating the privacy policy.....
1,2018-10-11,Nyx Onyx,0,"They steal your message info. What a shame pathao. Plus most of the riders I called replied me like ""where do you wanna go? I'm going to 'x' if you're interested please let me know"" Why would you ask that? I put my address in the app. Horrible service and experience plus they steal your info. Ban th...Full ReviewThey steal your message info. What a shame pathao. Plus most of the riders I called replied me like ""where do you wanna go? I'm going to 'x' if you're interested please let me know"" Why would you ask that? I put my address in the app. Horrible service and experience plus they steal your info. Ban this app, quit using Pathao #SayNoToPathao"
1,2018-11-11,Siam Ahmed,0,Spam
1,2018-09-11,Fariha Rahman,0,"Steals user information. Copies contact list, sms etc. to their server. Never takes action against bad riders. Charge more than they say. Shame! This app must be taken down!"
1,2018-08-11,M Saiful Bari,1,Digital criminal. This apps reads customers valuable information without telling them and according to their terms and service they can sell them to third party. What are they doing is completely unethical and necessary legal action should be taken against this app.
1,2018-04-29,Hasan Tanbir,0,"I have bad experiences with PATHAO FOOD services. Food item is not available which are enlisted in Pathao apps.  Sometimes, food price can be increased than their menu price. I had to cancel order calling customer support , food supplier are unprofessional.  So DON'T WASTE OF YOUR VALUABLE TIMES WIT...Full ReviewI have bad experiences with PATHAO FOOD services. Food item is not available which are enlisted in Pathao apps.  Sometimes, food price can be increased than their menu price. I had to cancel order calling customer support , food supplier are unprofessional.  So DON'T WASTE OF YOUR VALUABLE TIMES WITH PATHAO FOOD SERVICE."
1,2018-10-11,A Google user,0,"I think this app should not be in google play store as it steal personal data (including sms,phone book, gallery etc) of common users. And their fare system is deceptive."
1,2018-09-11,Tarek Rahman,0,"they steal & store your personal message & contacts on their server... unless they are publicly apologizing for this or present a valid proof that they aren't stealing personal user data like the videos claiming, I'm not reverting this rating... just a typical press release won't do..."
1,2018-11-05,A Google user,0,"Surely your app is useful and all. But please just stop this annoying 
advertisement segment of your app. Every time I'm on my phone doing 
something important for the past few days, this annoying and irrelevant ad 
pops out and somewhat ruins other functions that were already running on my 
phone. ...Full ReviewSurely your app is useful and all. But please just stop this annoying 
advertisement segment of your app. Every time I'm on my phone doing 
something important for the past few days, this annoying and irrelevant ad 
pops out and somewhat ruins other functions that were already running on my 
phone. So please stop it or try to minimize it unless you want some of us 
to sue against it."
1,2018-01-22,Imtiaz Ali,0,"I am pissed off by your recent activities. You guys are putting stickers on our private property without even thinking about getting permission. Not only cars, you dare to put stickers on garage walls. But why? You guys are getting less customers these days or your profit came so good that spending ...Full ReviewI am pissed off by your recent activities. You guys are putting stickers on our private property without even thinking about getting permission. Not only cars, you dare to put stickers on garage walls. But why? You guys are getting less customers these days or your profit came so good that spending on useless stickers that you don't bother asking permission before putting on private properties. Stop doing this."
1,2018-05-27,Nistar nadvi,0,"The app does not open, I have tried using it over different models of cell 
phone but it didn't work. I have even tried to reach the customer care 
service also, didn't get any response from them sadly. Uninstalled and 
surely won't recommend it to others"
1,2018-08-11,A Google user,1,"They are stealing users data without clarifying it in their privacy policy. There is no mention of stealing all the users contacts and sms in their privacy policy nor there is any information of accessing devices information and installed apps. I wonder if the data they are stealing is encrypted at ...Full ReviewThey are stealing users data without clarifying it in their privacy policy. There is no mention of stealing all the users contacts and sms in their privacy policy nor there is any information of accessing devices information and installed apps. I wonder if the data they are stealing is encrypted at all. Because many people are using these app and if these apps access users sms filled with confidential informations such as credit card info, hackers or other 3rd party advertisers will hack into the system. Such a disgrace and shame for the company."
1,2018-09-11,A Google user,0,This apps take your personal information without informing us.
1,2017-01-30,Aqib Asifur Rahman Jami,2,Didn't get any phone number verification code
1,2017-12-02,Ayon Bit,2,Service Not available in Uttara.
1,2018-12-05,Atiqul Haque,0,"irritating... app doesn't respond at all. play service updating issue but 
my play service is up to date. it's really irritating. why you need this 
function to use where oother rroding app can use my phone location directly 
and service directly."
1,2018-11-13,Safwan Shagor,2,Wish I could giv u guys 0 star. We embrased ur service with our heart and this is how u repay ur loyal customers??? By stealing our data!!! Shame on u guys. I hope u guys go bankrupt becoz u don't deserve a cent now. Trust is broken. Uninstalled and never using again. Hope u guys c ur days in jail a...Full ReviewWish I could giv u guys 0 star. We embrased ur service with our heart and this is how u repay ur loyal customers??? By stealing our data!!! Shame on u guys. I hope u guys go bankrupt becoz u don't deserve a cent now. Trust is broken. Uninstalled and never using again. Hope u guys c ur days in jail and rot there.
1,2018-10-05,Anukram Lamsal,0,"Hi. I had installed the app but the map services cannot pick up my location 
(and as such the app doesn't work). Nothing loads in the food menu; it is 
always says loading and the map is blank blue and says unavailable (i live 
in gulshan). For the rides option, it does show the map but i cannot add...Full ReviewHi. I had installed the app but the map services cannot pick up my location 
(and as such the app doesn't work). Nothing loads in the food menu; it is 
always says loading and the map is blank blue and says unavailable (i live 
in gulshan). For the rides option, it does show the map but i cannot add my 
location and again, it always shows ""loading"". My device is a One Plus 3t. 
Please fix this issue."
1,2017-12-01,Yamin Anam,1,update nicca na kon dhoroner apps update nai na
1,2017-11-01,Arif Mamun,11,"Trying whole day, and being kicked out of it just after ordering a ride."
1,2017-12-01,Md Rezaul Karim,12,"Worst app Continuously asks for update,gets into playstore and then  no updates from playstore available at all!"
1,2017-01-20,Shuvo Rashid,4,Useless crap. It crashes everytime you try to manually locate your location. (tried on three different devices). It keeps asking me to connect to Facebook. Once it calculated 3KM more on my regular route. The requesting countdown stopped once the screen turns off. Please get rid of this crappy app a...Full ReviewUseless crap. It crashes everytime you try to manually locate your location. (tried on three different devices). It keeps asking me to connect to Facebook. Once it calculated 3KM more on my regular route. The requesting countdown stopped once the screen turns off. Please get rid of this crappy app and do the service manually via phone call.
1,2017-02-02,Masum Majid,1,"Sorry, the app doesn't work. It can't pin point my current location.  ""Screen Overlay detected"" is the message I get while I switch to map mode, even you ignore the message and proceed for putting the pin on to your current location it just goes back to the initial screen."
1,2017-03-13,sindhu nir,0,fewer drivers
1,2017-10-03,Mohammed Nazmul Islam,1,Vua ekta service
1,2017-02-27,Binary Logic,0,ride not available most of the time
1,2017-02-25,Mashnoon Kibria,1,Didn't like the price changing policy
1,2018-09-11,Shakhawat Hossain,3,"Reading SMS for verification, and fetching someone's stored messages to remote server are two different things. You obviously have bad intention by this stealing act. Like many, I myself use many of the banking needs from my cell phone and usually receive sensitive a/c info via text messages. Its in...Full ReviewReading SMS for verification, and fetching someone's stored messages to remote server are two different things. You obviously have bad intention by this stealing act. Like many, I myself use many of the banking needs from my cell phone and usually receive sensitive a/c info via text messages. Its indeed a big security breach. There is no logical reason you guys need these personal smss. User beware, the app is a spyware in the cover of legitimate service."
1,2018-09-11,Imrul Hasan,0,This app is collecting personal messages to it's server. It's a serious security breach. Uninstall it immediately
1,2018-09-11,Sleep-walker Noman,0,This company steals private data and copied them to their server. Not recommend to install this app. Hope google will remove this app from their store.
1,2017-02-28,tushar imtiaz,2,app doesn't work in my mi5 on android 7.0 !
1,2018-10-11,Maruf Ahmed Evan,0,"This app hacked peoples information in Bangladesh. Their intention is suspicious. They take bank account information, personal staff and what not. Play store should remove this virus from its list."
1,2018-10-11,MOHAMMAD RAKIBUL AHSAN,0,Don't know much about this app..I have seen a video that it can get my text/sms...
1,2017-03-13,Mohiuddin Aneek,0,Very low security. And illegal in Bangladesh. But service not bad. Cost is very high.
1,2018-10-11,Ariyan Ahmed Tanvir,0,They stole my sms..... Google should remove this app from playstore....
1,2018-10-11,Ryan Sarwar,0,"I used to love this app. But then i found out today that they steal way too much information. A lot more than they need or even claim to take. Including my entire contact list, all messages and other app infos."
1,2018-09-11,Yasir Ahmad,0,This app has privacy issues.
1,2018-09-23,Bionic SK,4,Pathao app doesn't seem to be working on wifi.
1,2017-02-20,mohsen sunnah,5,"prothom dike service bhalo chilo, kintu ektu popular hobar sathe sathe jachhe tai baje achoron kore, dui ghonta dhore khujleo bike paoa jai na, app a last 1 week dhore ""request a ride"" click korle kono kaj e korchena. so can't use pathao last 2 weeks & customer service the worst service ever I have ...Full Reviewprothom dike service bhalo chilo, kintu ektu popular hobar sathe sathe jachhe tai baje achoron kore, dui ghonta dhore khujleo bike paoa jai na, app a last 1 week dhore ""request a ride"" click korle kono kaj e korchena. so can't use pathao last 2 weeks & customer service the worst service ever I have experienced"
1,2017-01-03,K Araf Linkon,3,absolutely rubbish!!  how dare they use a beta version to provide this kind of service!!  drivers not even know dhaka city!  app runs in background and riders start calling at unusual time!  this is nothing but harresment!
1,2017-06-02,Mahdi Al Ameen,13,Why not you keep an option that your app is not functional rather keeping various rider related regret options? Could have been  a fan favorite app but it sucks big time...
1,2018-10-11,EMON EMON,0,Data hacker
1,2017-03-21,A Google user,0,Vara beshi
1,2017-09-03,Rajen Debnath Titu,5,"বালের ""পাঠাও"" সার্ভিস। বেশিরভাগ বাইকের ড্রাইভার অসম্ভব রকমের অভদ্র। ফোন করলে পিক আপ লোকেশনে আসা তো দূরের কথা, তারা এমনভাব দেখায় যেন আমরা তাদের চাকর। আর কাস্টমার কেয়ারে কতগুলা ভোদাই বসে থাকে। তারা ফোন ধরেও না, আর ধরলেই বলে তাদের ড্রাইভার কারেক্ট, যাত্রী ভুল।"
1,2017-03-21,Tanha Islam,5,"So I downloaded the app seeing sponsored post on fb. Installed and after signing up, it forcefully shut down. Then I clicked on the app icon couple of times it does the same. Using nougat."
1,2018-10-11,Iftekhar Nibir,0,One of the Worst Thieves in Bangladesh.
1,2017-03-27,Careless Mni,1,ফালতু জিনিস
1,2018-10-11,Shekh Mohammad Nazmul Islam,1,This app has stole my personal text messege containing bank account information & OTP to their server and violated my privacy. Google should take it down from playstore.
1,2018-10-11,Mujtahid Alam,0,This app is not trusted. Don't use it
1,2018-08-11,Md Nahidul Islam,1,"This app is a scam. It steals user information like phone number, sms, call history etc. Don't use it."
1,2018-11-18,Mostafa Shahriar,0,"Taking out private data without our consent, I was very happy as onek of us were rising, but in the end you guys disappointed us. SHAME"
1,2018-09-11,Mishuk Mahbub,0,"They have been stealing and storing user data for so long, which is illegal and unethical. They should respect user privacy."
1,2018-08-11,A Google user,0,"This app is stealing the data of user, this is very bad 😑😑😑"
1,2018-10-11,Ahmed Faysal,0,Getting access to people's private data in their phone doesn't give you the acess to store them in your server.you people have done a Very much ridiculous
1,2018-09-11,Lone Rider,0,Stealing personal message information isn't good guys. That's why uninstalled your apps. And you guys let anyone be a rider that's why many morons who doesn't have the much experience to
1,2018-11-03,360 Degree Hasib,0,it's  not work on my mobile (Model- walton X4 pro)
1,2018-09-11,Tutul Hasan,0,Worst app ever.they steal all our privacy data from mobile.contract data sms data everything they get there just store at their server
1,2018-11-17,Animesh kar,0,They stole data like private sms and stored them into their server which is not ethical
1,2018-10-11,Shadh Islam,0,It's a hacker app. It's colleted my personal data password. My Gmail account and Facebook account is hacked by pathao
1,2018-10-11,redwan Ahmed,0,Why you guys are stealing my data? সবাই ১★ দেন পাঠাও কে
1,2018-08-11,A Google user,1,It is a bad apps forever. It is steal all the information of a consumers which is threat of us. Just avoid it.
1,2018-10-11,Zarif Murshed,0,Steal data from users
1,2018-09-11,A Google user,1,"This app forces users to give access to their contacts list and SMS. And then the organization copies all that info to their server. When confronted with this, they say they keep your information ""secure"", but fail to tell you why they would want that information in the first place. Moreover, they c...Full ReviewThis app forces users to give access to their contacts list and SMS. And then the organization copies all that info to their server. When confronted with this, they say they keep your information ""secure"", but fail to tell you why they would want that information in the first place. Moreover, they claim that jealous parties are spreading rumours about them, when the evidence is out in the open. This is remorseless data theft. Uninstalled the app."
1,2018-10-11,samia islam,0,It's a malware which steal phone number contact from h from phone and also messages
1,2018-09-11,Ashraful Islam,0,They Stealing customer personal data
1,2018-11-11,Mahedi Hasan,0,It's hack our system and stole our all mobile informations.
1,2018-10-11,farhana islam,0,Steal your datas. Bad customer services. Thumbs down pathao...
